SMILES,nAcid,ALogP,ALogp2,AMR,apol,naAromAtom,nAromBond,nAtom,nHeavyAtom,nH,nC,nN,nO,nS,nP,nF,nCl,nBr,nI,nX,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,nBase,BCUTw-1l,BCUTw-1h,BCUTc-1l,BCUTc-1h,BCUTp-1l,BCUTp-1h,nBonds,nBonds2,nBondsS,nBondsS2,nBondsS3,nBondsD,nBondsD2,nBondsT,nBondsM,bpol,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,SCH-3,SCH-4,SCH-5,SCH-6,SCH-7,VCH-3,VCH-4,VCH-5,VCH-6,VCH-7,SC-3,SC-4,SC-5,SC-6,VC-3,VC-4,VC-5,VC-6,SPC-4,SPC-5,SPC-6,VPC-4,VPC-5,VPC-6,SP-0,SP-1,SP-2,SP-3,SP-4,SP-5,SP-6,SP-7,VP-0,VP-1,VP-2,VP-3,VP-4,VP-5,VP-6,VP-7,CrippenLogP,CrippenMR,ECCEN,nHBd,nwHBd,nHBa,DELS2,ETA_Alpha,ETA_AlphaP,ETA_dAlpha_A,ETA_EtaP_B_RC,FMF,fragC,nHBAcc,nHBAcc2,nHBAcc3,nHBAcc_Lipinski,nHBDon,nHBDon_Lipinski,HybRatio,Kier1,Kier2,Kier3,nAtomLC,nAtomP,nAtomLAC,MLogP,McGowan_Volume,MDEC-11,MDEC-12,MDEC-13,MDEC-14,MDEC-22,MDEC-23,MDEC-24,MDEC-33,MDEC-34,MDEC-44,MDEO-11,MDEO-12,MDEO-22,MDEN-11,MDEN-12,MDEN-13,MDEN-22,MDEN-23,MDEN-33,MLFER_A,MLFER_BH,MLFER_BO,MLFER_S,MLFER_E,MLFER_L,PetitjeanNumber,nRing,n3Ring,n4Ring,nTG12Ring,nRotB,LipinskiFailures,TopoPSA,VABC,VAdjMat,MW,WTPT-1,WTPT-2,WTPT-3,WTPT-4,WTPT-5,WPATH,WPOL,XLogP,IC50_nM,pIC50
Oc1ccc2O[C@H]([C@H](Sc2c1)C3CCCC3)c4ccc(OCCN5CCCCC5)cc4,0.0,-0.286000000000002,0.0817960000000013,126.1188,74.1701689999999,12.0,12.0,64.0,31.0,33.0,26.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.460175177548723,-0.217040077170915,-0.12645316105012,0.161524170276465,-0.0801482064595131,39.8111404463493,40.4985760943101,58.1665144119463,61.6137967988572,58.0603352017906,2469.97756704139,2930.66852695253,4109.49284455014,4128.33956825603,3792.77976019355,1.0,11.85,31.9720725483034,-0.360525428719967,0.185436632359743,5.24543481754783,13.2548590202849,35.0,68.0,62.0,56.0,23.0,6.0,0.0,0.0,12.0,44.1678309999999,0.0,0.0,0.0,11.0,1.0,4.0,9.0,1.0,0.0,0.0,0.0,0.144337567297406,0.392325676582165,0.59322883536211,0.0,0.0,0.144337567297406,0.255890980498221,0.376498146374836,1.63575561870125,0.0,0.274971652376843,0.0,1.103028478069,0.0,0.230310779878219,0.0,3.90592382190004,6.26153156567494,9.01972914255706,2.72377084012092,4.2279674829567,5.51059903483589,21.0453948276241,15.2591528308724,13.4977791055605,11.5535439170111,9.7548423790176,8.01490164075663,5.71613761067784,4.41467244952091,18.9873459282675,12.7556344570847,10.3361511249951,8.41790428179959,6.73008248088115,4.88328502476198,3.2058213748079,2.17334075242911,5.50408,122.6,912.0,1.0,0.0,5.0,21.1383056635574,15.23332,0.4914,0.0,0.01887,0.46875,3694.05,1.0,4.0,4.0,4.0,1.0,1.0,0.538461538461538,22.7755102040816,10.9505208333333,5.7421875,3.0,8.0,2.0,3.77,3.41039999999999,0.0,0.0,0.0,0.0,26.1720387456137,28.2779319532237,0.0,9.23822716169456,0.0,0.0,0.0,0.269679944985296,0.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.546,1.801,1.847,2.288,2.529,16.311,0.470588235294117,5.0,0.0,0.0,0.0,6.0,0.0,67.23,414.727477631986,5.95419631038687,439.218114916,64.7716802790646,2.08940904126015,15.4714447031245,8.85890976807803,3.40662817310808,3011.0,47.0,4.666,2.5,8.60205999132796
Oc1ccc2O[C@H]([C@H](Sc2c1)C3CCCCCC3)c4ccc(OCCN5CCCCC5)cc4,0.0,-0.862000000000003,0.743044000000005,131.942,80.3573409999999,12.0,12.0,70.0,33.0,37.0,28.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.460175177477325,-0.217040079210924,-0.126453237751225,0.161524170225945,-0.0801481668713333,41.8111404463493,42.4985760943101,60.1665144119463,68.6137967988573,60.0603352017906,2679.48826216318,3157.28928382688,4379.50535382683,4811.56037431793,4154.38474136472,1.0,11.8499999999999,31.9720726487586,-0.360529915954453,0.18545929010714,5.25677024496523,13.6176089578304,37.0,74.0,68.0,62.0,25.0,6.0,0.0,0.0,12.0,48.5406589999999,0.0,0.0,0.0,11.0,1.0,4.0,11.0,1.0,0.0,0.0,0.0,0.0,0.308992343248831,0.486190747830762,0.0,0.0,0.0,0.172557647164888,0.226323551326401,1.63575561870125,0.0,0.274971652376843,0.0,1.103028478069,0.0,0.230310779878219,0.0,3.90592382190004,6.26153156567494,9.25543140295257,2.72377084012092,4.2279674829567,5.7463012952314,22.4596083899972,16.2591528308724,14.2048858867471,12.0535439170111,10.1083957696108,8.75227407645242,6.33917022641652,4.64938049793155,20.4015594906406,13.7556344570847,11.0432579061817,8.91790428179959,7.08363587147442,5.62065746045778,3.82885399054658,2.46905303480382,6.28428,131.834,976.0,1.0,0.0,5.0,21.7068105068782,16.23332,0.49192,0.0,0.01772,0.457142857142857,4420.05,1.0,4.0,4.0,4.0,1.0,1.0,0.571428571428571,24.6837107377647,12.3008,6.61157024793388,3.0,8.0,2.0,3.99,3.69219999999999,0.0,0.0,0.0,0.0,31.3598276106524,31.0767480441416,0.0,9.23822716169456,0.0,0.0,0.0,0.269679944985296,0.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.546,1.801,1.847,2.288,2.529,17.3089999999999,0.470588235294117,5.0,0.0,0.0,0.0,6.0,1.0,67.23,449.319446883719,6.04439411935845,467.249415044001,68.960023848721,2.08969769238548,15.4869471619391,8.86377436386707,3.40664843068092,3516.0,54.0,5.804,7.5,8.1249387366083
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCCCC5)cc4,0.0,0.729599999999996,0.532316159999994,139.9304,74.0649969999999,18.0,18.0,62.0,33.0,29.0,27.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.519349554843324,-0.236030859506515,-0.143125821439677,0.175158660067214,-0.059065039302584,42.5856094818902,42.8306680714426,61.8306983662114,67.2779807531224,60.3924271789232,2576.56986190989,3054.05059216154,4285.59275182009,4479.17759732451,3993.73405424499,1.0,11.8499999999999,31.9720726613181,-0.361379117081142,0.116954448381542,4.91013974020572,13.3934528458774,37.0,66.0,57.0,48.0,19.0,9.0,0.0,0.0,18.0,39.7950029999999,0.0,0.0,0.0,16.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.392325676582165,0.617636603596564,0.0,0.0,0.0,0.200335424942666,0.251560730795988,1.92443075329606,0.0,0.274971652376843,0.0,1.07554434035368,0.0,0.174055175658636,0.0,4.3141721123639,6.61098749018915,9.76073675779716,2.41093956424841,3.49856795549868,4.5076769064384,22.6227450968137,16.1529996809898,14.4731943090861,12.2142275195341,10.0833153605841,8.85691453214776,6.13720684705451,4.67112360646429,19.3381832065901,12.4394536802143,9.80266831937986,7.61157988606824,5.78656495331269,4.42438413354133,2.68815751860497,1.79155687016263,6.11878,133.3328,977.0,2.0,0.0,6.0,27.461625755815,16.06665,0.48687,0.0,0.02094,0.5,3300.06,1.0,5.0,5.0,5.0,2.0,2.0,0.333333333333333,24.6837107377647,11.8231449442522,6.4156827801292,3.0,8.0,2.0,3.76999999999999,3.481,0.0,0.0,0.0,0.0,25.9160131554904,30.9010635919051,0.0,10.3289766873167,0.0,0.0,0.0999999999999999,0.495845798531179,0.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.089,2.141,2.186,2.901,3.133,17.662,0.470588235294117,5.0,0.0,0.0,0.0,6.0,0.0,87.46,422.004312856013,6.04439411935845,463.181729408,68.7489234615715,2.08330071095671,18.0111135322985,11.3904115239587,3.40664372558152,3542.0,52.0,2.964,3.1,8.50863830616573
Oc1ccc2O[C@H]([C@@H](CC3CCCCC3)Sc2c1)c4ccc(OCCN5CCCCC5)cc4,0.0,-0.318400000000002,0.101378560000001,133.4822,80.3573409999999,12.0,12.0,70.0,33.0,37.0,28.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.460205731376964,-0.216970114598758,-0.126503941171241,0.161225532834059,-0.0797429467195648,41.8111404463493,42.4985760943101,60.1665144119463,62.9440115943043,57.7282432246581,2596.31635238722,3045.93353367711,4193.54934633407,4311.29460989721,3850.19010630365,1.0,11.8499999999999,31.9720726487586,-0.360529924878524,0.185458819233417,5.2399555162077,13.0795473458107,37.0,74.0,68.0,62.0,25.0,6.0,0.0,0.0,12.0,48.5406589999999,0.0,0.0,0.0,11.0,1.0,4.0,11.0,1.0,0.0,0.0,0.0,0.0,0.411054415864797,0.565568226590406,0.0,0.0,0.0,0.274619719780854,0.303898856308309,1.70379700044522,0.0,0.219416096821287,0.0,1.19345883083356,0.0,0.123272692346871,0.0,3.84104556590158,6.04961970653255,8.7060540561411,2.51100675965311,3.91554661856459,5.15064107357314,22.4596083899972,16.2423160784668,14.2892055498128,11.9951822360547,10.0415332833125,8.62624420924159,5.78556477166528,4.4585118520242,20.4015594906406,13.7387977046791,11.1663564045843,8.73655423901467,7.01082463540273,5.49771421114063,3.32465447169536,2.34911878039995,6.28428,131.834,983.0,1.0,0.0,5.0,21.3993265562783,16.23332,0.49192,0.0,0.01823,0.457142857142857,4420.05,1.0,4.0,4.0,4.0,1.0,1.0,0.571428571428571,24.6837107377647,12.3008,6.81656804733727,3.0,8.0,2.0,3.99,3.69219999999999,0.0,0.0,0.0,0.0,30.7764548980518,30.5700011497603,0.0,8.52991034467666,0.0,0.0,0.0,0.269679944985296,0.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.546,1.801,1.847,2.288,2.529,17.3089999999999,0.470588235294117,5.0,0.0,0.0,0.0,7.0,1.0,67.23,449.319446883719,6.04439411935845,467.249415044001,68.8836956281746,2.08738471600529,15.4683653053389,8.85794346810719,3.40662414915771,3594.0,50.0,6.015,3.9,8.4089353929735
Oc1ccc2O[C@H]([C@@H](Cc3ccccc3)Sc2c1)c4ccc(OCCN5CCCCC5)cc4,0.0,1.35509999999999,1.83629600999999,143.1903,76.3565829999999,18.0,18.0,64.0,33.0,31.0,28.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.462912361615761,-0.215098686255004,-0.128689926967005,0.152869109862129,-0.0696644001307345,41.8111404463493,42.4985760943101,60.1665144119463,62.9440115943043,57.7282432246581,2561.84510749555,3007.23104491817,4144.67222655482,4265.06480724427,3806.12067312278,1.0,11.8499999999999,31.9720726487586,-0.360530120979038,0.185458540696614,5.23882725287188,13.0434535766704,37.0,68.0,59.0,50.0,19.0,9.0,0.0,0.0,18.0,41.9814169999999,0.0,0.0,0.0,16.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.411054415864797,0.565568226590406,0.0,0.0,0.0,0.204632662119867,0.254410533240932,1.70379700044522,0.0,0.219416096821287,0.0,1.10718581579939,0.0,0.123272692346871,0.0,3.84104556590158,6.04961970653255,8.7060540561411,2.28627554072321,3.44514835243274,4.40161096860387,22.4596083899972,16.2423160784668,14.2892055498128,11.9951822360547,10.0415332833125,8.62624420924159,5.78556477166528,4.4585118520242,19.6754266614663,12.7782898264037,10.1163410043203,7.70009618887774,5.99023914411582,4.53854908834102,2.74752283506823,1.85376347030257,5.55658,130.788,983.0,1.0,0.0,5.0,21.7032580158884,16.23332,0.49192,0.0,0.01823,0.5,3568.05,1.0,4.0,4.0,4.0,1.0,1.0,0.357142857142857,24.6837107377647,12.3008,6.81656804733727,3.0,8.0,2.0,3.99,3.5632,0.0,0.0,0.0,0.0,30.7764548980518,30.5700011497603,0.0,8.52991034467666,0.0,0.0,0.0,0.269679944985296,0.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.546,1.845,1.887,2.603,2.96,17.334,0.470588235294117,5.0,0.0,0.0,0.0,7.0,0.0,67.23,430.510070781319,6.04439411935845,461.202464852,68.8836956281746,2.08738471600529,15.4683653053389,8.85794346810719,3.40662414915771,3594.0,50.0,4.462,7.4,8.13076828026902
Oc1ccc2O[C@H]([C@H](Sc2c1)c3ccncc3)c4ccc(OCCN5CCCCC5)cc4,0.0,-0.3921,0.15374241,134.7554,71.9362039999999,18.0,18.0,60.0,32.0,28.0,26.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.543310039093346,-0.262443298781854,-0.128253194978888,0.197172964477134,-0.102734253663542,41.1711207476258,41.830939960671,59.4988782783072,64.7799787320377,59.2265171349711,2498.42988699275,2958.04954030358,4131.34301719752,4313.44496262749,3857.39530759144,1.0,11.85,31.9720726041273,-0.360531017878162,0.185464099967959,5.24754315375225,13.3223589899047,36.0,64.0,55.0,46.0,18.0,9.0,0.0,0.0,18.0,40.0217959999999,0.0,0.0,2.0,13.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.411054415864797,0.545116312929641,0.0,0.0,0.0,0.197402846914886,0.237445006207231,1.63575561870125,0.0,0.274971652376843,0.0,1.00100874110368,0.0,0.174055175658636,0.0,3.90592382190004,6.26153156567494,9.25543140295257,2.32487326766602,3.42482445140193,4.38377071955794,21.7525016088106,15.7591528308724,13.8513324961538,11.8035439170111,9.93161907431424,8.62727407645242,5.8339887408756,4.56604716459822,18.8381832065901,12.1548943927691,9.49168302513266,7.42459572283648,5.67568795315948,4.29655018182233,2.56025871739134,1.7185837893293,4.74048,123.054,944.0,1.0,0.0,5.0,22.6753152319788,15.63332,0.48854,0.0,0.01828,0.516666666666666,3104.06,2.0,5.0,5.0,5.0,1.0,1.0,0.346153846153846,23.7283950617283,11.6201582673885,6.1775147928994,3.0,8.0,2.0,3.66,3.3812,0.0,0.0,0.0,0.0,25.9160131554904,28.2779319532237,0.0,9.23822716169456,0.0,0.0,0.0,0.269679944985296,0.166666666666666,0.0,0.0,0.0,0.0,0.0769230769230769,0.0,0.546,2.155,2.175,2.776,2.93799999999999,16.94,0.470588235294117,5.0,0.0,0.0,0.0,6.0,0.0,80.12,406.914861737752,6.0,448.182063756,66.8902982143911,2.09032181919972,18.4979180836405,8.86215283193739,6.42278008612958,3262.0,50.0,2.188,490.0,6.30980391997149
Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24Cc5ccc(OCCN6CCCCC6)cc5C4,0.0,1.5155,2.29674025,142.3273,76.9765829999999,18.0,18.0,65.0,34.0,31.0,30.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357212025456556,-0.163942635344314,-0.0954161248682095,0.145315996113048,-0.0482178157780715,36.6833874078993,40.8269137080715,59.8231896394692,60.7121953930424,56.4908257731083,2782.89551329203,3422.45130953148,5197.25087324749,5284.38882258913,4903.23337724819,1.0,11.9,15.9969388679848,-0.361388837203604,0.111205842244146,4.89418966104584,13.8053673812359,39.0,70.0,60.0,51.0,20.0,10.0,1.0,0.0,19.0,37.7854169999999,0.0,0.0,0.0,14.0,6.0,4.0,5.0,0.0,1.0,0.0,0.0,0.15137471507731,0.767288144295743,1.39108314063485,0.0,0.0,0.0985843918243516,0.400355924249984,0.581705543080158,2.412344881706,0.0833333333333333,0.511485683458724,0.0680413817439771,1.31713153774502,0.0625,0.264010045363804,0.0360843918243516,5.70107662301627,10.0579449718247,15.0612398940395,2.96585590192106,4.77334285704096,6.1046380806307,23.1227450968137,16.6041233980326,15.4225325015012,13.3901656982054,11.7430214861622,10.2206078444378,7.73198826012599,6.13788062037091,19.4647030687285,12.427694953411,9.99337960506877,7.83155051284712,6.14303534476703,4.59998630693262,2.90092191058572,1.98880051553275,5.63228,135.9638,1001.0,2.0,0.0,4.0,23.9952809722479,16.39999,0.48235,0.0,0.02429,0.492307692307692,3778.04,1.0,4.0,4.0,4.0,2.0,2.0,0.333333333333333,24.3431952662721,10.4007386888273,4.96,3.0,16.0,2.0,4.31999999999999,3.5299,0.0,0.0,0.0,0.0,33.4197338778589,37.8037194278054,5.11476013124887,9.80987354369903,4.06440481561507,0.0,0.0999999999999999,0.190692517849118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.089,1.707,1.746,2.809,3.159,17.9429999999999,0.470588235294117,6.0,0.0,0.0,0.0,5.0,0.0,52.93,431.600098573852,6.08746284125034,453.230393852,71.4532064593836,2.10156489586422,11.5989668426817,8.19081263891674,3.40815420376503,3599.0,58.0,4.28,1.0,9.0
Oc1ccc2O[C@H]([C@H](Sc2c1)c3occc3)c4ccc(OCCN5CCCCC5)cc4,0.0,-0.101400000000001,0.0102819600000003,129.4149,69.2114109999999,17.0,17.0,58.0,31.0,27.0,25.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.589472187836879,-0.263507189958039,-0.168884895756684,0.149820082449121,0.025660177569655,40.5856094818902,41.1627600485752,59.162790343344,62.8325030230891,59.1668962144641,2354.9432337937,2793.0499999878,3914.32906233796,3953.05181177461,3593.40573001983,1.0,11.85,31.9720725608603,-0.36053871481542,0.185467201909419,5.23141831828281,12.8063597398236,35.0,62.0,54.0,45.0,18.0,8.0,0.0,0.0,17.0,39.5245889999999,0.0,0.0,1.0,14.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.144337567297406,0.392325676582165,0.59322883536211,0.0,0.0,0.0392837100659193,0.195238107746214,0.263972971243251,1.63575561870125,0.0,0.274971652376843,0.0,0.972825077982728,0.0,0.154126316347127,0.0,3.90592382190004,6.26153156567494,9.01972914255706,2.20702213746827,3.24612436315926,4.09524542340526,21.0453948276241,15.2591528308724,13.4977791055605,11.5535439170111,9.7548423790176,8.01490164075663,5.71613761067784,4.41467244952091,18.2218676323644,11.7896478843074,9.22655567344381,7.1737045474941,5.4972202291379,4.0726911010284,2.46347722677483,1.62007352011325,4.91928,119.954,912.0,1.0,0.0,6.0,24.1873400409174,15.06665,0.48602,0.0,0.01887,0.517241379310344,2914.06,1.0,5.0,5.0,5.0,1.0,1.0,0.36,22.7755102040816,10.9505208333333,5.7421875,3.0,8.0,2.0,3.55,3.24219999999999,0.0,0.0,0.0,0.0,23.3938336362569,26.1030647521474,0.0,9.23822716169456,0.0,0.0,0.0,0.412383244835552,0.520020955762976,0.0,0.0,0.0,0.0,0.0,0.0,0.546,1.86999999999999,1.923,2.503,2.699,15.954,0.470588235294117,5.0,0.0,0.0,0.0,6.0,0.0,80.37,390.04880230508,5.95419631038687,437.166079344,64.7716802790646,2.08940904126015,18.5181727877303,11.9056378526838,3.40662817310808,3011.0,47.0,2.993,35.0,7.45593195564972
Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24Cc5ccccc5C4,0.0,2.92079999999999,8.53107263999999,110.8989,54.0862739999999,18.0,18.0,43.0,25.0,18.0,23.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116472932811902,-0.0346632213863618,-0.0263640578167421,-0.0018170040922581,0.012569760977908,26.5489380710818,29.6641839542651,45.3283679085302,46.3283679085302,42.9962759313976,2163.0754560725,2713.12991868951,4249.60944021475,4299.87728191512,3930.36631917131,0.0,11.9,15.995926221167,-0.361388832289706,0.110841456430298,4.89243844143372,13.6929629835625,29.0,47.0,37.0,28.0,10.0,10.0,1.0,0.0,19.0,19.6777259999999,0.0,0.0,0.0,14.0,6.0,0.0,2.0,0.0,1.0,0.0,0.0,0.15137471507731,0.680518023269134,1.30007389568117,0.0,0.0,0.0985843918243516,0.325020499307318,0.524037072741271,2.00409659124213,0.0833333333333333,0.511485683458724,0.0680413817439771,1.09097627299262,0.0625,0.264010045363804,0.0360843918243516,4.8831637416643,8.8593050946889,13.5373982979566,2.51692331071662,4.17313739567163,5.46259575592889,17.0182970901286,12.1546336552495,11.592972113971,10.2587173371662,9.18906811205843,8.12800501661769,6.27989871472379,4.94542199235162,13.7368439836485,8.5755287730108,7.08081061935991,5.64727976631256,4.54074893329373,3.43180681866739,2.30535495578795,1.57784295282547,4.76758,100.1778,447.0,2.0,0.0,2.0,17.0181342907533,12.16666,0.48667,0.0,0.02758,0.534883720930232,1609.02,0.0,2.0,2.0,2.0,2.0,2.0,0.130434782608695,17.1224732461355,6.55785123966942,2.8359375,0.0,16.0,0.0,3.76999999999999,2.49369999999999,0.0,0.0,0.0,0.0,22.3260052018812,33.3082377091945,5.32875891791553,8.33348322290226,3.88996988986429,0.0,0.0999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.089,0.854,0.877,2.25,2.81299999999999,13.535,0.5,5.0,0.0,0.0,0.0,1.0,0.0,40.46,303.097677984857,5.64385618977472,326.130679816,52.664178847659,2.10656715390636,5.08180462715562,5.08180462715562,0.0,1324.0,45.0,4.378,4.3,8.36653154442041
Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24C(=O)c5ccccc5C4=O,0.0,1.48079999999999,2.19276863999999,112.3889,53.0231019999999,18.0,18.0,41.0,27.0,14.0,23.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375417664506655,-0.073807521978579,-0.0715840123574145,-0.122994998663191,0.137220959229936,30.0978761421637,32.3283679085302,50.6567358170605,59.6492876798558,60.7558486925294,2290.72772469003,2914.47929678637,4657.76347435687,5080.92161852441,4779.83345680975,0.0,11.85,15.997937837519,-0.361669816349034,0.187353485430893,4.89746852956136,14.0115217470827,31.0,45.0,33.0,24.0,10.0,12.0,3.0,0.0,21.0,17.2208979999999,0.0,0.0,0.0,16.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.123596937299532,0.702612784626247,1.50381870847761,0.0,0.0,0.0673343918243516,0.268254981153327,0.437408437156155,2.13678490268746,0.0555555555555555,0.878525042970117,0.109510951072609,0.956475072377431,0.03125,0.28320836825027,0.0307999549891715,6.110567874247,11.9298020609834,19.1726406825873,2.36398704626273,3.90081540740663,5.19977870828407,18.7587840661348,13.0297477673707,12.3364607553725,11.4519791975825,10.4484147373143,9.09499377631757,6.73782840661575,5.30003838945425,14.1391270022031,8.56956350110157,6.83027219158162,5.41881380502405,4.23620831576871,3.13042092049262,1.99159955616583,1.32861004067685,3.64578,102.0331,477.0,2.0,0.0,4.0,41.2637345123744,12.83332,0.47531,0.0,0.03016,0.560975609756097,1323.04,2.0,4.0,4.0,4.0,2.0,2.0,0.0434782608695652,18.9927159209157,7.05295138888888,2.73484295105916,0.0,16.0,0.0,3.55,2.52509999999999,0.0,0.0,0.0,0.0,15.2498224507714,34.1117722005128,3.88832259447933,14.8193747135274,5.61674881261479,0.0,0.848031353814425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.089,1.522,1.555,3.192,3.091,14.775,0.5,5.0,0.0,0.0,0.0,1.0,0.0,74.6,315.405213984379,5.75488750216346,354.089208928,56.3514423380763,2.08709045696579,10.3255646435591,10.3255646435591,0.0,1546.0,55.0,1.723,91.0,7.04095860767891
